Web Search interest: 2013 2012 2011 2010 2009
United Kingdom 2004 - present

Interest over time
Week,2013,2012,2011,2010,2009
2014-03-23 - 2014-03-29,9,3,1,2,1
2014-03-30 - 2014-04-05,9,3,1,3,1
2014-04-06 - 2014-04-12,9,3,1,2,1
2014-04-13 - 2014-04-19,8,3,2,2,1
2014-04-20 - 2014-04-26,8,3,2,2,1
2014-04-27 - 2014-05-03,8,3,2,3,1
2014-05-04 - 2014-05-10,8,3,2,3,1
2014-05-11 - 2014-05-17,8,3,2,3,1
2014-05-18 - 2014-05-24,7,3,2,3,1
2014-05-25 - 2014-05-31,7,3,2,2,1
2014-06-01 - 2014-06-07,7,3,2,3,1
2014-06-08 - 2014-06-14,7,3,2,4,1
2014-06-15 - 2014-06-21,6,3,1,3,1
2014-06-22 - 2014-06-28,6,2,1,2,1
2014-06-29 - 2014-07-05,5,2,1,2,1
2014-07-06 - 2014-07-12,6,2,1,2,1
2014-07-13 - 2014-07-19,5,2,1,2,1
2014-07-20 - 2014-07-26,5,2,1,2,1
2014-07-27 - 2014-08-02,5,2,1,2,1
2014-08-03 - 2014-08-09,5,2,1,2,1
2014-08-10 - 2014-08-16,5,2,1,2,1
2014-08-17 - 2014-08-23,5,2,1,2,1
2014-08-24 - 2014-08-30,5,2,1,2,1
2014-08-31 - 2014-09-06,5,2,1,2,1
2014-09-07 - 2014-09-13,5,2,1,2,1
2014-09-14 - 2014-09-20,4,2,1,2,1
2014-09-21 - 2014-09-27,4,2,1,2,1
2014-09-28 - 2014-10-04,4,2,1,2,1
2014-10-05 - 2014-10-11,4,2,1,2,1
2014-10-12 - 2014-10-18,4,2,1,2,1
2014-10-19 - 2014-10-25,4,2,1,2,1
2014-10-26 - 2014-11-01,4,2,1,2,1
2014-11-02 - 2014-11-08,5,2,1,2,1
2014-11-09 - 2014-11-15,4,2,1,2,1
2014-11-16 - 2014-11-22,4,2,1,2,1
2014-11-23 - 2014-11-29,4,2,1,2,1
2014-11-30 - 2014-12-06,4,2,1,2,1
2014-12-07 - 2014-12-13,4,2,1,2,1
2014-12-14 - 2014-12-20,4,2,1,2,1
2014-12-21 - 2014-12-27,4,2,1,1,1
2014-12-28 - 2015-01-03,3,2,1,1,1
2015-01-04 - 2015-01-10,4,2,1,2,1
2015-01-11 - 2015-01-17,3,2,1,2,1
2015-01-18 - 2015-01-24,3,2,1,2,1
2015-01-25 - 2015-01-31,3,2,1,2,1
2015-02-01 - 2015-02-07,3,2,1,2,1
2015-02-08 - 2015-02-14,3,2,1,2,1
2015-02-15 - 2015-02-21,3,2,1,2,1
2015-02-22 - 2015-02-28,3,2,1,2,1
2015-03-01 - 2015-03-07,3,2,1,2,1
2015-03-08 - 2015-03-14,3,2,1,2,1
2015-03-15 - 2015-03-21,3,2,1,2,1
2015-03-22 - 2015-03-28,3,2,1,2,1
2015-03-29 - 2015-04-04,3,2,1,2,1
2015-04-05 - 2015-04-11,3,2,1,2,1
2015-04-12 - 2015-04-18,3,2,1,2,1
2015-04-19 - 2015-04-25,3,2,2,2,1
2015-04-26 - 2015-05-02,3,2,1,2,1
2015-05-03 - 2015-05-09,3,2,2,4,1
2015-05-10 - 2015-05-16,4,3,2,2,1
2015-05-17 - 2015-05-23,3,2,2,2,1
2015-05-24 - 2015-05-30,3,2,1,2,1
2015-05-31 - 2015-06-06,3,2,1,2,1
2015-06-07 - 2015-06-13,3,2,1,2,1
2015-06-14 - 2015-06-20,3,2,1,2,1
2015-06-21 - 2015-06-27,2,2,1,2,1
2015-06-28 - 2015-07-04,2,2,1,2,1
2015-07-05 - 2015-07-11,2,2,1,2,1
2015-07-12 - 2015-07-18,2,2,1,2,1
2015-07-19 - 2015-07-25,2,2,1,2,1
2015-07-26 - 2015-08-01,2,2,1,2,1
2015-08-02 - 2015-08-08,2,2,1,2,1
2015-08-09 - 2015-08-15,2,2,1,2,1
2015-08-16 - 2015-08-22,2,2,1,2,1
2015-08-23 - 2015-08-29,2,2,1,2,1
2015-08-30 - 2015-09-05,2,2,1,1,1
2015-09-06 - 2015-09-12,2,2,1,2,1
2015-09-13 - 2015-09-19,2,2,1,2,1
2015-09-20 - 2015-09-26,2,2,1,2,1
2015-09-27 - 2015-10-03,2,2,1,2,1
2015-10-04 - 2015-10-10,2,2,1,2,1
2015-10-11 - 2015-10-17,2,2,1,2,1
2015-10-18 - 2015-10-24,2,2,1,2,1
2015-10-25 - 2015-10-31,2,2,1,2,1
2015-11-01 - 2015-11-07,2,2,1,2,1
2015-11-08 - 2015-11-14,2,2,1,2,1
2015-11-15 - 2015-11-21,2,2,1,2,1
2015-11-22 - 2015-11-28,2,2,1,2,1
2015-11-29 - 2015-12-05,2,2,1,2,1
2015-12-06 - 2015-12-12,2,2,1,2,1
2015-12-13 - 2015-12-19,2,2,1,2,1
2015-12-20 - 2015-12-26,2,2,1,1,1
2015-12-27 - 2016-01-02,2,2,1,1,1
2016-01-03 - 2016-01-09,2,2,1,2,1
2016-01-10 - 2016-01-16,2,2,1,2,1
2016-01-17 - 2016-01-23,2,2,1,2,1
2016-01-24 - 2016-01-30,2,2,1,2,1
2016-01-31 - 2016-02-06,2,2,1,2,1
2016-02-07 - 2016-02-13,2,2,1,2,1
2016-02-14 - 2016-02-20,2,2,1,2,1
2016-02-21 - 2016-02-27,2,2,1,2,1
2016-02-28 - 2016-03-05,2,2,1,2,1
2016-03-06 - 2016-03-12,2,2,1,2,1
2016-03-13 - 2016-03-19,2,2,1,2,1
2016-03-20 - 2016-03-26,2,2,1,1,1
2016-03-27 - 2016-04-02,2,2,1,2,1
2016-04-03 - 2016-04-09,2,2,1,2,1
2016-04-10 - 2016-04-16,2,2,1,2,1
2016-04-17 - 2016-04-23,2,2,1,2,1
2016-04-24 - 2016-04-30,2,2,1,2,1


Top sub-regions for 2013
Sub-region,2013,2012,2011,2010,2009
Wales,100,93,86,64,61
Northern Ireland,96,92,89,57,54
Scotland,89,97,100,72,73
England,86,100,94,100,100

Top sub-regions for 2012
Sub-region,2013,2012,2011,2010,2009
England,86,100,94,100,100
Scotland,89,97,100,72,73
Wales,100,93,86,64,61
Northern Ireland,96,92,89,57,54

Top sub-regions for 2011
Sub-region,2013,2012,2011,2010,2009
Scotland,89,97,100,72,73
England,86,100,94,100,100
Northern Ireland,96,92,89,57,54
Wales,100,93,86,64,61

Top sub-regions for 2010
Sub-region,2013,2012,2011,2010,2009
England,86,100,94,100,100
Scotland,89,97,100,72,73
Wales,100,93,86,64,61
Northern Ireland,96,92,89,57,54

Top sub-regions for 2009
Sub-region,2013,2012,2011,2010,2009
England,86,100,94,100,100
Scotland,89,97,100,72,73
Wales,100,93,86,64,61
Northern Ireland,96,92,89,57,54


Top cities for 2013
Town/City,2013
Nazeing,100
Halesowen,61
Slough,51
Newcastle upon Tyne,41
Liverpool,40
Preston,40
Cardiff,39
Norwich,38
Aberdeen,38
Wolverhampton,38
Bournemouth,38
Leeds,37
Derby,36
Plymouth,36
Brighton,35

Top cities for 2012
Town/City,2012
Chester,100
Teddington,81
Preston,80
Wembley,56
Leicester,56
Wolverhampton,52
York,49
Stoke-on-Trent,48
Bournemouth,45
Guildford,44
Newcastle upon Tyne,44
Glasgow,44
Oxford,44
Bristol,40
Derby,40

Top cities for 2011
Town/City,2011
Wembley,100
Teddington,83
Preston,65
Leicester,48
Glasgow,47
York,47
Bristol,41
Oxford,40
Bradford,39
Coventry,39
Wolverhampton,38
Nottingham,37
Leeds,35
Bournemouth,35
Belfast,35

Top cities for 2010
Town/City,2010
Brentford,100
Thames Ditton,72
Bletchley,57
Stevenage,53
London,53
Milton Keynes,47
Reading,45
Manchester,40
Edinburgh,37
Portsmouth,36
Birmingham,35
Sheffield,33
Bristol,33
Croydon,31
Cambridge,30

Top cities for 2009
Town/City,2009
Brentford,100
Thames Ditton,95
Stevenage,71
Bletchley,65
Watford,59
Reading,54
Milton Keynes,53
London,52
Manchester,42
Edinburgh,39
Birmingham,39
Portsmouth,35
Sheffield,34
Croydon,32
Cambridge,30



Top searches for 2013
holidays 2013,100
movies 2013,45
calendar 2013,45
calendar,45
2013 films,35
office 2013,35
download 2013,30
easter 2013,30
big brother 2013,25
2013 bank holidays,25
x factor 2013,20
wimbledon,15
wimbledon 2013,15
glastonbury 2013,15
glastonbury,15
grand national,15
football manager 2013,15
grand national 2013,15
school holidays 2013,10
f1 2013,10
edexcel,10
bank holiday 2013,10
reading 2013,10
microsoft office 2013,10
eurovision 2013,10
hairstyles 2013,10
strictly come dancing,10
ashes 2013,10
thomson,10
mothers day 2013,5
champions league 2013,5
ramadan 2013,5
ticketmaster,5
budget 2013,5
avg 2013,5
one direction,5
apprentice 2013,5


Top searches for 2012
london 2012,100
olympics,65
olympics 2012,65
holidays,60
holidays 2012,60
euro 2012,50
olympic 2012,45
calendar,25
2012 calendar,25
2012 movies,25
2012 films,20
download 2012,20
bank holidays 2012,20
easter 2012,15
big brother,15
big brother 2012,15
x factor 2012,15
x factor,15
london olympics 2012,10
wimbledon,10
wimbledon 2012,10
football manager 2012,10
f1 2012,10
aqa,10
london 2012 tickets,10
edexcel,5
school holidays 2012,5
grand national 2012,5
grand national,5
cheap holidays 2012,5
paralympics 2012,5
eurovision 2012,5
hairstyles 2012,5
euro 2012 fixtures,5
mothers day 2012,5
olympic tickets,5
olympic tickets 2012,5
strictly come dancing,5
olympics 2012 tickets,5


Top searches for 2011
holidays 2011,100
calendar 2011,50
calendar,45
movies 2011,45
download 2011,40
films,35
2011 films,35
x factor,25
x factor 2011,25
bank holidays 2011,25
easter 2011,20
big brother,20
big brother 2011,20
glastonbury,15
glastonbury 2011,15
football manager 2011,15
f1 2011,15
2011 census,15
census,15
wimbledon 2011,15
reading 2011,15
grand national 2011,10
edexcel,10
hairstyles 2011,10
thomson,10
wwe,10
hairstyles,10
cheap holidays,10
eurovision 2011,10
eurovision,10
school holidays 2011,10
films of 2011,10
thomson holidays 2011,10
mothers day,10
mothers day 2011,10
v festival 2011,10
v festival,10
ticketmaster,10
strictly come dancing,10
avg,10


Top searches for 2010
office 2010,100
2010 world cup,95
world cup,95
holidays 2010,75
microsoft,70
outlook 2010,70
microsoft office 2010,40
microsoft office,40
calendar,40
2010 calendar,40
2010 movies,30
films 2010,25
fifa 2010,25
fifa,25
election 2010,20
x factor,20
x factor 2010,20
equality act 2010,20
office 2010 download,15
sharepoint 2010,15
f1 2010,15
big brother 2010,15
football manager 2010,15
easter 2010,15
visual studio 2010,15
aqa,15
bank holidays 2010,15
pes 2010,10
glastonbury 2010,10
thomson holidays 2010,10
calendario 2010,10
films of 2010,10
v festival 2010,5
budget 2010,5
sudafrica 2010,5
hairstyles 2010,5
school holidays 2010,5
reading festival 2010,5
grand national 2010,5
general election 2010,5
wimbledon 2010,5


Top searches for 2009
holidays 2009,100
download 2009,75
2009 calendar,60
calendar,60
movies 2009,50
films 2009,40
football manager 2009,40
v 2009,40
x factor 2009,35
x factor,35
msn 2009,35
messenger 2009,30
easter 2009,30
pes 2009,25
aqa,20
bank holidays 2009,20
big brother 2009,20
glastonbury,20
edexcel,20
glastonbury 2009,20
wimbledon 2009,20
reading 2009,20
f1 2009,20
ocr,15
enem 2009,15
windows live messenger,15
ashes 2009,15
star trek,15
star trek 2009,10
antivirus 2009,10
concursos 2009,10
calender 2009,10
hairstyles 2009,10
calendario 2009,10
eurovision 2009,10
v festival 2009,10
bank holiday 2009,10
budget 2009,10
grand national 2009,10
school holidays 2009,10
apprentice 2009,10



Rising searches for 2013
2013 bank holidays,Breakout
2013 films,Breakout
big brother 2013,Breakout
calendar 2013,Breakout
download 2013,Breakout
holidays 2013,Breakout
movies 2013,Breakout
office 2013,Breakout


Rising searches for 2012
2012 movies,Breakout
bank holidays 2012,Breakout
holidays 2012,+1,000%
2012 films,+700%
holidays,+650%
download 2012,+350%
2012 calendar,+250%
calendar,+250%
euro 2012,+150%


Rising searches for 2011
2011 films,Breakout
bank holidays 2011,Breakout
films,Breakout
holidays 2011,Breakout
movies 2011,Breakout
x factor,Breakout
x factor 2011,Breakout


Rising searches for 2010
microsoft office,Breakout
microsoft office 2010,Breakout
outlook 2010,Breakout
office 2010,+1,650%
microsoft,+1,100%
holidays 2010,+550%
2010 movies,+450%
2010 calendar,+350%
calendar,+350%


Rising searches for 2009
easter 2009,Breakout
films 2009,Breakout
football manager 2009,Breakout
messenger 2009,Breakout
msn 2009,Breakout
v 2009,Breakout
x factor,Breakout
x factor 2009,Breakout
holidays 2009,+70%



